filter_name,type,structure,cutoff,order,time_seconds
bessel,double,DF1,1000,8,1.425000
bessel,double,DF2,1000,8,1.539000
bessel,double,TDF2,1000,8,0.536000
bessel,double,CASCADE,1000,8,0.536000
bessel,float,DF1,1000,8,1.381000
bessel,float,DF2,1000,8,1.510000
bessel,float,TDF2,1000,8,0.637000
bessel,float,CASCADE,1000,8,0.637000
bessel,double,DF1,2000,8,1.421000
bessel,double,DF2,2000,8,1.536000
bessel,double,TDF2,2000,8,0.534000
bessel,double,CASCADE,2000,8,0.534000
bessel,float,DF1,2000,8,1.373000
bessel,float,DF2,2000,8,1.511000
bessel,float,TDF2,2000,8,0.643000
bessel,float,CASCADE,2000,8,0.643000
bessel,double,DF1,5000,8,1.421000
bessel,double,DF2,5000,8,1.538000
bessel,double,TDF2,5000,8,0.537000
bessel,double,CASCADE,5000,8,0.537000
bessel,float,DF1,5000,8,1.374000
bessel,float,DF2,5000,8,1.509000
bessel,float,TDF2,5000,8,0.637000
bessel,float,CASCADE,5000,8,0.637000
