filter_type,order,cutoff,structure,signal,dtype,MAE
bessel,8,1000,DF2,random,float32,0.04210965923200618
bessel,8,1000,DF2,random,float16,0.018285615604352573
bessel,8,1000,TDF2,random,float32,0.042109662417622866
bessel,8,1000,TDF2,random,float16,0.018285615580486546
bessel,8,1000,CASCADE,random,float32,6.927228059198436e-08
bessel,8,1000,CASCADE,random,float16,0.01828561636534664
bessel,8,2000,DF1,impulse,float32,2.0414929861610413e-06
bessel,8,2000,DF1,impulse,float16,nan
bessel,8,2000,DF2,impulse,float32,2.041492994597275e-06
bessel,8,2000,DF2,impulse,float16,nan
bessel,8,2000,TDF2,impulse,float32,2.0414930075745666e-06
bessel,8,2000,TDF2,impulse,float16,nan
bessel,8,2000,CASCADE,impulse,float32,4.612321136843761e-10
bessel,8,2000,CASCADE,impulse,float16,1.4493307591394287e-05
bessel,8,2000,DF1,random,float32,0.00023272623246310554
bessel,8,2000,DF1,random,float16,179009.65423565317
bessel,8,2000,DF2,random,float32,0.0001887337668190276
bessel,8,2000,DF2,random,float16,118285.40001047536
bessel,8,2000,TDF2,random,float32,0.00018873404273177428
bessel,8,2000,TDF2,random,float16,117080.16578009367
bessel,8,2000,CASCADE,random,float32,7.590123365513071e-08
bessel,8,2000,CASCADE,random,float16,0.003144418395893299
bessel,8,5000,DF1,impulse,float32,1.897428599302464e-08
bessel,8,5000,DF1,impulse,float16,0.0016268216163380046
bessel,8,5000,DF2,impulse,float32,1.8974285995296476e-08
bessel,8,5000,DF2,impulse,float16,0.0016268216163379775
bessel,8,5000,TDF2,impulse,float32,1.897428600470576e-08
bessel,8,5000,TDF2,impulse,float16,0.0016268216163378116
bessel,8,5000,CASCADE,impulse,float32,3.39135307362311e-11
bessel,8,5000,CASCADE,impulse,float16,6.685433648898454e-07
bessel,8,5000,DF1,random,float32,6.185982590620072e-06
bessel,8,5000,DF1,random,float16,0.10592455380891057
bessel,8,5000,DF2,random,float32,6.3440596139641106e-06
bessel,8,5000,DF2,random,float16,0.08842791086464975
bessel,8,5000,TDF2,random,float32,6.344047363170471e-06
bessel,8,5000,TDF2,random,float16,0.0884433463267725
bessel,8,5000,CASCADE,random,float32,1.1954169018136233e-08
bessel,8,5000,CASCADE,random,float16,0.0002567272988300647
